Tree,Acc_Temp,Leaf_Temp,Nitrogen,CO2,Photo,Cond,Total_mg,N_mg,C_mg,N_Percent,C_Percent,CN,LMA,SLA
tree37,10,14,HN,400,6.549434103,0.085271921,1.636,0.03,0.743,1.81,48.16,26.26666667,7.49779374,0.133372567
tree37,10,18,HN,400,7.671449563,0.09219411,1.636,0.03,0.743,1.81,48.16,26.26666667,7.49779374,0.133372567
tree38,10,6,LN,2000,6.105654519,0.04680604,1.459,0.021,0.699,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,2,LN,2000,3.884713864,0.046942907,1.459,0.021,0.699,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,10,LN,2000,9.161588187,0.048355464,1.459,0.021,0.699,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,14,LN,2000,12.25826173,0.050245485,1.459,0.021,0.699,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,18,LN,2000,16.30852547,0.055771807,1.459,0.021,0.699,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,6,LN,400,3.459134106,0.047153606,1.459,0.021,0.743,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,2,LN,400,2.336262432,0.047618668,1.459,0.021,0.699,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,10,LN,400,4.917316812,0.048432577,1.459,0.021,0.743,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,14,LN,400,5.495146209,0.049824854,1.459,0.021,0.743,1.47,47.92,33.28571429,7.208400646,0.138727028
tree38,10,18,LN,400,7.280377699,0.068451086,1.459,0.021,0.743,1.47,47.92,33.28571429,7.208400646,0.138727028
tree39,10,2,HN,2000,1.922199023,0.078316822,1.801,0.041,0.863,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,6,HN,2000,2.144685405,0.080017417,1.801,0.041,0.863,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,10,HN,2000,3.021205425,0.080180444,1.801,0.041,0.863,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,14,HN,2000,3.404581469,0.082940143,1.801,0.041,0.863,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,18,HN,2000,4.524123204,0.089903516,1.801,0.041,0.863,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,2,HN,400,0.728107297,0.079063321,1.801,0.041,0.863,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,6,HN,400,0.864680946,0.079595934,1.801,0.041,0.743,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,10,HN,400,1.319835164,0.080771069,1.801,0.041,0.743,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,14,HN,400,1.545064754,0.083002996,1.801,0.041,0.743,2.26,47.93,21.04878049,5.136089494,0.194700657
tree39,10,18,HN,400,2.12180828,0.099425046,1.801,0.041,0.743,2.26,47.93,21.04878049,5.136089494,0.194700657
tree40,10,2,LN,2000,3.610068361,0.073686271,1.892,0.024,0.896,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,10,LN,2000,8.909675058,0.076973381,1.892,0.024,0.896,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,6,LN,2000,5.952635196,0.077297743,1.892,0.024,0.896,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,14,LN,2000,11.89757733,0.079520612,1.892,0.024,0.896,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,18,LN,2000,14.74851355,0.081358836,1.892,0.024,0.896,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,2,LN,400,1.915030772,0.075186578,1.892,0.024,0.896,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,6,LN,400,3.144056939,0.077068909,1.892,0.024,0.743,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,10,LN,400,5.088134521,0.078071087,1.892,0.024,0.743,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,14,LN,400,6.217915808,0.079776011,1.892,0.024,0.743,1.25,47.36,37.33333333,8.105456069,0.123373687
tree40,10,18,LN,400,6.920023412,0.0799374,1.892,0.024,0.743,1.25,47.36,37.33333333,8.105456069,0.123373687
tree41,10,18,HN,2000,12.23985302,0.038826541,1.638,0.028,0.803,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,10,HN,2000,7.433583988,0.040958284,1.638,0.028,0.803,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,2,HN,2000,3.397736852,0.041101643,1.638,0.028,0.803,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,6,HN,2000,4.474553261,0.041109609,1.638,0.028,0.803,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,14,HN,2000,10.01670872,0.04119132,1.638,0.028,0.803,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,18,HN,400,4.349614671,0.034463079,1.638,0.028,0.743,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,10,HN,400,3.384482685,0.041531853,1.638,0.028,0.743,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,14,HN,400,4.25985853,0.041548413,1.638,0.028,0.743,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,2,HN,400,1.460973824,0.042044238,1.638,0.028,0.803,1.71,49.01,28.67857143,6.593484807,0.151664868
tree41,10,6,HN,400,2.142550945,0.042045313,1.638,0.028,0.743,1.71,49.01,28.67857143,6.593484807,0.151664868
tree42,10,18,LN,2000,12.1291895,0.038866074,1.404,0.018,0.683,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,6,LN,2000,3.912608,0.040357872,1.404,0.018,0.683,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,14,LN,2000,9.45718164,0.041966994,1.404,0.018,0.683,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,2,LN,2000,2.533882471,0.041977431,1.404,0.018,0.683,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,10,LN,2000,6.858445496,0.042685089,1.404,0.018,0.683,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,14,LN,400,3.971467072,0.041024694,1.404,0.018,0.743,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,10,LN,400,3.681083795,0.041960163,1.404,0.018,0.743,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,6,LN,400,2.527448272,0.042382338,1.404,0.018,0.743,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,2,LN,400,1.281898412,0.043032993,1.404,0.018,0.683,1.26,48.66,37.94444444,8.119269244,0.123163793
tree42,10,18,LN,400,5.760432624,0.06229848,1.404,0.018,0.743,1.26,48.66,37.94444444,8.119269244,0.123163793
